item_title,item_picture,item_link,item_brand,item_color,item_price,item_description,item_size,item_views,item_location,item_date_added,item_followers,query
Manteau hiver Barbour,"['https://images1.vinted.net/t/03_01c32_ro9qEJaqM6sAb7rmGnnxGbFy/f800/1682067706.jpeg?s=022a765e67e6b05634507410e679b317cd6773f7', 'https://images1.vinted.net/t/02_018e5_4xwDiv9sv1EYqFQDmZW4zVqs/f800/1682067706.jpeg?s=a5775dda48d0e7d99c0c4861e65bb4eeb78fd14f', 'https://images1.vinted.net/t/03_02200_k6zLSBFwUnnnwaH1iZHM2ur1/f800/1682067706.jpeg?s=a9b432aa6dda5123ac5220fcb3f601bef82702f6', 'https://images1.vinted.net/t/03_01c32_ro9qEJaqM6sAb7rmGnnxGbFy/f800/1682067706.jpeg?s=022a765e67e6b05634507410e679b317cd6773f7', 'https://images1.vinted.net/t/02_018e5_4xwDiv9sv1EYqFQDmZW4zVqs/f800/1682067706.jpeg?s=a5775dda48d0e7d99c0c4861e65bb4eeb78fd14f', 'https://images1.vinted.net/t/03_02200_k6zLSBFwUnnnwaH1iZHM2ur1/f800/1682067706.jpeg?s=a9b432aa6dda5123ac5220fcb3f601bef82702f6']",https://www.vinted.fr/donna/vestiti/cappotti-e-giacche/parka/2928133214-manteau-hiver-barbour,BARBOUR,KAKI,"40,00 €","Manteau hiver Barbour très peu porté.
Indiqué taille femme 16 UK / 42 EUR mais unisexe et équivalent S/M homme.
Très bon état hormis couture abîmée près de la poche intérieure.","XXL / 44 / 16
SIZE INFORMATION",87,FRANCE,21/04/2023 10:48:06,AUCUN MEMBRE INTERESSE,veste barbour
Barbour - Giacca originale,"['https://images1.vinted.net/t/01_01d56_joB1EWNEuiBRW3sR5ZKM2vf1/f800/1682321562.jpeg?s=05f7574284da3ae3c7999f8dac71f430d5da3180', 'https://images1.vinted.net/t/01_00176_6t22saps6Ro3fWNqWcMqnTWV/f800/1682321562.jpeg?s=c8bfbc5feb4b23df4f566660d26963cbf5388c9b', 'https://images1.vinted.net/t/01_02545_fgV7faAH5V2gUPWBK6egWpD3/f800/1682321562.jpeg?s=9ba129011adc842fe564b918d548b26a6e3066e5', 'https://images1.vinted.net/t/01_007bc_zkfMtvxGbTN3ejkMWv3bu7qr/f800/1682321562.jpeg?s=57680230d062fe1be76533a8b80321f8ef1adb0c', 'https://images1.vinted.net/t/02_01b6c_diHL9bgBHJJpr6YhY98t8JTE/f800/1682321563.jpeg?s=e240e46365d76ab71f3e03352c255f0eae8a046a', 'https://images1.vinted.net/t/01_01d56_joB1EWNEuiBRW3sR5ZKM2vf1/f800/1682321562.jpeg?s=05f7574284da3ae3c7999f8dac71f430d5da3180', 'https://images1.vinted.net/t/01_00176_6t22saps6Ro3fWNqWcMqnTWV/f800/1682321562.jpeg?s=c8bfbc5feb4b23df4f566660d26963cbf5388c9b', 'https://images1.vinted.net/t/01_02545_fgV7faAH5V2gUPWBK6egWpD3/f800/1682321562.jpeg?s=9ba129011adc842fe564b918d548b26a6e3066e5', 'https://images1.vinted.net/t/01_007bc_zkfMtvxGbTN3ejkMWv3bu7qr/f800/1682321562.jpeg?s=57680230d062fe1be76533a8b80321f8ef1adb0c', 'https://images1.vinted.net/t/02_01b6c_diHL9bgBHJJpr6YhY98t8JTE/f800/1682321563.jpeg?s=e240e46365d76ab71f3e03352c255f0eae8a046a']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-matelassees-2596/2939670903-barbour-giacca-originale,BARBOUR,"MARRON, BEIGE","40,00 €","Giacca originale Barbour vintage, comprata di recente in una boutique in Spagna. 
La giacca purtroppo presenta delle macchie di grasso della giacca che non è andato via. Non ho mai utilizzato prodotti per tentare di toglierle,per paura di rovinarla; molto probabilmente con un prodotto apposito vengono via.","M / 38 / 10
SIZE INFORMATION",250,"MILANO, ITALIE",24/04/2023 09:32:42,1 UTILISATEUR,veste barbour
Veste style Barbour coton huilé,"['https://images1.vinted.net/t/02_00982_sh8bNxaViK5RFN777AvXWGWU/f800/1674558116.jpeg?s=08ab9fa66b96bed50de491cf5cac230f89c4415b', 'https://images1.vinted.net/t/01_00e40_JuYoM47S7cf5qA8LMWw8TigV/f800/1674558116.jpeg?s=3c3089a4c6e6c2ed531b746dd439939c03435cc1', 'https://images1.vinted.net/t/02_01caf_3FJTzKfj5ZsxbgAfx6qW1xx5/f800/1674558116.jpeg?s=a6ac7c991337c9f88403844e0f44d49c56c770da', 'https://images1.vinted.net/t/02_00982_sh8bNxaViK5RFN777AvXWGWU/f800/1674558116.jpeg?s=08ab9fa66b96bed50de491cf5cac230f89c4415b', 'https://images1.vinted.net/t/01_00e40_JuYoM47S7cf5qA8LMWw8TigV/f800/1674558116.jpeg?s=3c3089a4c6e6c2ed531b746dd439939c03435cc1', 'https://images1.vinted.net/t/02_01caf_3FJTzKfj5ZsxbgAfx6qW1xx5/f800/1674558116.jpeg?s=a6ac7c991337c9f88403844e0f44d49c56c770da']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/parkas/2621375964-veste-style-barbour-coton-huile,VINTAGE DRESSING,NOIR,"20,00 €","Veste noire vintage style Barbour 
coton huilé 
Correspond à une taille L","L
SIZE INFORMATION",226,"PARIS, FRANCE",24/01/2023 12:01:56,AUCUN MEMBRE INTERESSE,veste barbour
Blouson homme matelassé barbour international vert,"['https://images1.vinted.net/t/03_0207f_bYAdXihb5s2S6rtZDfYnookt/f800/1682188079.jpeg?s=77b83ddc681c35f56dd079e95df496182fda3224', 'https://images1.vinted.net/t/01_00045_cdrT1ikgRDb16atg2hygVrPJ/f800/1682188079.jpeg?s=0a1bf6bb1b9bebe74682ed1af185899ccd72a7b4', 'https://images1.vinted.net/t/01_00666_Z4DSiZ3Yr8LyGzQAFA6DkmBz/f800/1682188079.jpeg?s=3599561fe8c224924a7e14f36566bbc69769c7d6', 'https://images1.vinted.net/t/03_00314_X8SHBj4umXTZFJJufMaNdbWx/f800/1682188079.jpeg?s=9653ee9767b789e3e6d1854680fb69375026f0db', 'https://images1.vinted.net/t/03_0060f_XGsm5UqmVX6HqgqMcBoEXWVd/f800/1682188053.jpeg?s=af07ed747ddb38e23840dd7ca8b66748527890a5', 'https://images1.vinted.net/t/03_0207f_bYAdXihb5s2S6rtZDfYnookt/f800/1682188079.jpeg?s=77b83ddc681c35f56dd079e95df496182fda3224', 'https://images1.vinted.net/t/01_00045_cdrT1ikgRDb16atg2hygVrPJ/f800/1682188079.jpeg?s=0a1bf6bb1b9bebe74682ed1af185899ccd72a7b4', 'https://images1.vinted.net/t/01_00666_Z4DSiZ3Yr8LyGzQAFA6DkmBz/f800/1682188079.jpeg?s=3599561fe8c224924a7e14f36566bbc69769c7d6', 'https://images1.vinted.net/t/03_00314_X8SHBj4umXTZFJJufMaNdbWx/f800/1682188079.jpeg?s=9653ee9767b789e3e6d1854680fb69375026f0db', 'https://images1.vinted.net/t/03_0060f_XGsm5UqmVX6HqgqMcBoEXWVd/f800/1682188053.jpeg?s=af07ed747ddb38e23840dd7ca8b66748527890a5']",https://www.vinted.fr/uomo/vestiti/abbigliamento-da-esterno/giacche/giacche-trapuntate/2933899861-blouson-homme-matelasse-barbour-international-vert,BARBOUR INTERNATIONAL,VERT FONCÉ,"60,00 €","Veste matelassée Barbour international taille Small couleur vert foncé u
Coupe ajustée","S
SIZE INFORMATION",83,"LYON, FRANCE",22/04/2023 20:27:33,1 UTILISATEUR,veste barbour
Veste type Barbour,"['https://images1.vinted.net/t/01_01854_PkjuBmf4zHrVPkakV3tyLmsj/f800/1682241871.jpeg?s=b3351ea43195bcd24fdd2b9a6c1baeee8eaf3357', 'https://images1.vinted.net/t/01_0231c_zzFCdhEdHpM6UUU87CEEKP4a/f800/1682241871.jpeg?s=d8c25e75d1d0317ea971f1081cfd94c661f33337', 'https://images1.vinted.net/t/03_016b2_GbpbUKr9zyDb5XpAeDGH1mMp/f800/1682241871.jpeg?s=c792ce8c57ac61293e7332fcdf1bcb891c6dac86', 'https://images1.vinted.net/t/03_01309_1dhoj4tm9Zson9AKZni2kA2J/f800/1682241872.jpeg?s=a37b61ac016ec0b19589933efbadc484a5398152', 'https://images1.vinted.net/t/01_01854_PkjuBmf4zHrVPkakV3tyLmsj/f800/1682241871.jpeg?s=b3351ea43195bcd24fdd2b9a6c1baeee8eaf3357', 'https://images1.vinted.net/t/01_0231c_zzFCdhEdHpM6UUU87CEEKP4a/f800/1682241871.jpeg?s=d8c25e75d1d0317ea971f1081cfd94c661f33337', 'https://images1.vinted.net/t/03_016b2_GbpbUKr9zyDb5XpAeDGH1mMp/f800/1682241871.jpeg?s=c792ce8c57ac61293e7332fcdf1bcb891c6dac86', 'https://images1.vinted.net/t/03_01309_1dhoj4tm9Zson9AKZni2kA2J/f800/1682241872.jpeg?s=a37b61ac016ec0b19589933efbadc484a5398152']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-matelassees/2935142453-veste-type-barbour,MANGO,MARRON,"40,00 €",Très belle veste type Barbour en très bon état.,"L
SIZE INFORMATION",44,"PARIS 17, FRANCE",23/04/2023 11:24:31,AUCUN MEMBRE INTERESSE,veste barbour
Barbour Kenn wool,"['https://images1.vinted.net/t/01_01fd9_kLT64PpUB122MFWo5iSXKmA1/f800/1682372821.jpeg?s=34a662ee3d59cf414c821c1c3c254411988f0d7c', 'https://images1.vinted.net/t/01_019aa_dmYDjxJjgvtib5dUDdAjTeox/f800/1682372821.jpeg?s=2f40a95815adfa6a89054cb439d29026ded84b98', 'https://images1.vinted.net/t/01_01408_swpNTiUmyKRdXk83o8kcFqkE/f800/1682372821.jpeg?s=c49dd2380672a929abb9d38e9acde0d2f06ed0c3', 'https://images1.vinted.net/t/02_01581_CR7sm2eCLqQgUtP74ck77wLA/f800/1682372821.jpeg?s=799971fea0af47d80b2f10207953a29893f8f738', 'https://images1.vinted.net/t/01_001de_Qp3TuyqacjM4qJzCUXSWeprP/f800/1682372821.jpeg?s=8f26975ca6d83746303d6ca0270718b4e05b2a43', 'https://images1.vinted.net/t/01_01fd9_kLT64PpUB122MFWo5iSXKmA1/f800/1682372821.jpeg?s=34a662ee3d59cf414c821c1c3c254411988f0d7c', 'https://images1.vinted.net/t/01_019aa_dmYDjxJjgvtib5dUDdAjTeox/f800/1682372821.jpeg?s=2f40a95815adfa6a89054cb439d29026ded84b98', 'https://images1.vinted.net/t/01_01408_swpNTiUmyKRdXk83o8kcFqkE/f800/1682372821.jpeg?s=c49dd2380672a929abb9d38e9acde0d2f06ed0c3', 'https://images1.vinted.net/t/02_01581_CR7sm2eCLqQgUtP74ck77wLA/f800/1682372821.jpeg?s=799971fea0af47d80b2f10207953a29893f8f738', 'https://images1.vinted.net/t/01_001de_Qp3TuyqacjM4qJzCUXSWeprP/f800/1682372821.jpeg?s=8f26975ca6d83746303d6ca0270718b4e05b2a43']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-chemises/2943367071-barbour-kenn-wool,BARBOUR,"BEIGE, CRÈME","199,00 €","Giacca Barbour in 100% lana con colletto vellutato internamente.
Taglia M.","M
SIZE INFORMATION",191,"ROME, ITALIE",24/04/2023 23:47:01,AUCUN MEMBRE INTERESSE,veste barbour
Veste matelassée Barbour en excellent état,"['https://images1.vinted.net/t/03_00bcc_L1r1UcMrKXMZiBgD1H5zSJXx/f800/1679046480.jpeg?s=90fac40ef22888d43af8edf17bb635cca9ae58c2', 'https://images1.vinted.net/t/02_015f5_GwjC4QiLyXRECUKzywic8ZMW/f800/1679046480.jpeg?s=7388140b2eaf407d14d04a8cef6320848960b437', 'https://images1.vinted.net/t/01_00110_28kZ9biL6DBLHV8afPNFnMAx/f800/1679046480.jpeg?s=623e93bce0674d2b1531f5b15197b718a8383b88', 'https://images1.vinted.net/t/02_00f8e_y2fqHCNNFizMwSTEBd2YSpuY/f800/1679046480.jpeg?s=e7859b64dc54824ba444e79ad840642dc5fe9a53', 'https://images1.vinted.net/t/03_0259e_r6V8temovAhRYdvh4D1bycCB/f800/1679046480.jpeg?s=2daff52de7ba14a7cdb3c2933aa27c2ce531d72b', 'https://images1.vinted.net/t/03_00bcc_L1r1UcMrKXMZiBgD1H5zSJXx/f800/1679046480.jpeg?s=90fac40ef22888d43af8edf17bb635cca9ae58c2', 'https://images1.vinted.net/t/02_015f5_GwjC4QiLyXRECUKzywic8ZMW/f800/1679046480.jpeg?s=7388140b2eaf407d14d04a8cef6320848960b437', 'https://images1.vinted.net/t/01_00110_28kZ9biL6DBLHV8afPNFnMAx/f800/1679046480.jpeg?s=623e93bce0674d2b1531f5b15197b718a8383b88', 'https://images1.vinted.net/t/02_00f8e_y2fqHCNNFizMwSTEBd2YSpuY/f800/1679046480.jpeg?s=e7859b64dc54824ba444e79ad840642dc5fe9a53', 'https://images1.vinted.net/t/03_0259e_r6V8temovAhRYdvh4D1bycCB/f800/1679046480.jpeg?s=2daff52de7ba14a7cdb3c2933aa27c2ce531d72b']",https://www.vinted.fr/donna/vestiti/abbigliamento-da-esterno/giacche/giacche-trapuntate/2797717840-veste-matelassee-barbour-en-excellent-etat,BARBOUR,NOIR,"50,00 €","Veste matelassée Barbour en excellent état Assemblage cuir agneau 
Assemblage cuir agneau 
Taille 34","XS / 34 / 6
SIZE INFORMATION",186,"MAROLLES-EN-BRIE, FRANCE",17/03/2023 10:48:00,2 UTILISATEURS,veste barbour
Blouson demi saison Barbour,"['https://images1.vinted.net/t/03_00fd5_J7JchY73FfXa3Ht6NR32sncz/f800/1682323140.jpeg?s=ad062a2e8d12ffcde76034fb58c4eaba27d8a2ce', 'https://images1.vinted.net/t/01_0012f_6X4zxbBGdCGym27Kj2TwxUKj/f800/1682323140.jpeg?s=4b36691e718c2e5bce3d461c4c636284edede511', 'https://images1.vinted.net/t/03_00d31_SWbxYuXi1x7Sm3LJJ7EBeyvz/f800/1682323140.jpeg?s=cec2527dcfcf455135b7cb5c191b9b10d87e8260', 'https://images1.vinted.net/t/03_017be_eTHCmuQizKs1gQTUWZozHa28/f800/1682323140.jpeg?s=3d0cd98cf9dd8b1b70df6f7189af45d2f9a1afc9', 'https://images1.vinted.net/t/01_01963_iQnAbPSzbHJCXY9s8Uzm9foQ/f800/1682323140.jpeg?s=ca93f947d8e97730d846fd7d5fb87a7f9afc1830', 'https://images1.vinted.net/t/03_00fd5_J7JchY73FfXa3Ht6NR32sncz/f800/1682323140.jpeg?s=ad062a2e8d12ffcde76034fb58c4eaba27d8a2ce', 'https://images1.vinted.net/t/01_0012f_6X4zxbBGdCGym27Kj2TwxUKj/f800/1682323140.jpeg?s=4b36691e718c2e5bce3d461c4c636284edede511', 'https://images1.vinted.net/t/03_00d31_SWbxYuXi1x7Sm3LJJ7EBeyvz/f800/1682323140.jpeg?s=cec2527dcfcf455135b7cb5c191b9b10d87e8260', 'https://images1.vinted.net/t/03_017be_eTHCmuQizKs1gQTUWZozHa28/f800/1682323140.jpeg?s=3d0cd98cf9dd8b1b70df6f7189af45d2f9a1afc9', 'https://images1.vinted.net/t/01_01963_iQnAbPSzbHJCXY9s8Uzm9foQ/f800/1682323140.jpeg?s=ca93f947d8e97730d846fd7d5fb87a7f9afc1830']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/blousons-aviateur/2939738659-blouson-demi-saison-barbour,BARBOUR,VERT FONCÉ,"75,00 €",Très bon état blouson demi saison taille L avec aération arrière.,"L
SIZE INFORMATION",81,FRANCE,24/04/2023 09:59:00,AUCUN MEMBRE INTERESSE,veste barbour
Giacca Barbour Bedale,"['https://images1.vinted.net/t/02_000b8_aFFRhtWxuJPkzvy6zfxXP6Jy/f800/1682450529.jpeg?s=425a1d6cfde88c92f8a2cda4aaaa8f87e75d0121', 'https://images1.vinted.net/t/03_00086_jHZkQrLUhPaoJahRMrSd2Eki/f800/1682450529.jpeg?s=9844b9391beec4c8abfae13b23bf936b14524cb6', 'https://images1.vinted.net/t/03_0065a_jNLB99iDpRq1PFStVomwAr3y/f800/1682450529.jpeg?s=8fe4115d7352ac2039f6cc7d7286f5baa187fb1e', 'https://images1.vinted.net/t/02_0128b_U1mCFUp3tgimASHoWcdwAbR3/f800/1682450529.jpeg?s=170da36b780bf98cdbe5b07a67271e09b11fa9f8', 'https://images1.vinted.net/t/01_00e0f_2AzbVX7metYNxp5tq5214inx/f800/1682450529.jpeg?s=064a64ebabf236a4e5ae76482094c0d1294dbaff', 'https://images1.vinted.net/t/02_000b8_aFFRhtWxuJPkzvy6zfxXP6Jy/f800/1682450529.jpeg?s=425a1d6cfde88c92f8a2cda4aaaa8f87e75d0121', 'https://images1.vinted.net/t/03_00086_jHZkQrLUhPaoJahRMrSd2Eki/f800/1682450529.jpeg?s=9844b9391beec4c8abfae13b23bf936b14524cb6', 'https://images1.vinted.net/t/03_0065a_jNLB99iDpRq1PFStVomwAr3y/f800/1682450529.jpeg?s=8fe4115d7352ac2039f6cc7d7286f5baa187fb1e', 'https://images1.vinted.net/t/02_0128b_U1mCFUp3tgimASHoWcdwAbR3/f800/1682450529.jpeg?s=170da36b780bf98cdbe5b07a67271e09b11fa9f8', 'https://images1.vinted.net/t/01_00e0f_2AzbVX7metYNxp5tq5214inx/f800/1682450529.jpeg?s=064a64ebabf236a4e5ae76482094c0d1294dbaff']",https://www.vinted.fr/uomo/vestiti/cappotti-e-giacche/giacche/giacche-harrington/2946825442-giacca-barbour-bedale,BARBOUR INTERNATIONAL,"NOIR, MARINE","120,00 €","Giacca Barbour A105 Bedale , autentico capo vintage del 1988. In cotone cerato , classica fodera Tartan e colletto in velluto a coste. Completa di caldo gilet interno staccabile. Colore blu petrol.
Robusta cerniera in metallo con doppio cursore, regolazione a soffietto sulle anche e polsini interni antivento.
Presenta piccoli segni, ma dopo 35 anni rappresentano una apprezzabile caratteristica del tempo.
Taglia 46 europea che corrisponde alla 50 italiana. Veste comodo.
Conserva ancora la bella spilla con l'emblema di fabbrica.","L
SIZE INFORMATION",192,"ALFONSINE, ITALIE",25/04/2023 21:22:09,AUCUN MEMBRE INTERESSE,veste barbour
Barbour original,"['https://images1.vinted.net/t/02_0269f_xF6qVUTefY5Zd1PG7xaoGsGL/f800/1682260885.jpeg?s=892e4bfa0f7426c5486b1c1064364baec2872a92', 'https://images1.vinted.net/t/01_00b9e_aQuwD1edzDTcCBGmoM6u3vTe/f800/1682260885.jpeg?s=b841b96da8401add49313a5b423362f05df6c92e', 'https://images1.vinted.net/t/02_00dae_37VGDiaCQTJ9gPpMHEo2tvJg/f800/1682260885.jpeg?s=1f1bbabd9e21870da3febaae97eb022be8a24bc4', 'https://images1.vinted.net/t/01_00716_7FYRMvyH8RY1dVQbLxyy4fJY/f800/1682260885.jpeg?s=164f16e36b7dbdabdc4abfe0a4c6c3ff2b3c2f35', 'https://images1.vinted.net/t/02_00399_swjiYC5VBxp4WmTG2oHUBoPY/f800/1682260885.jpeg?s=e5167111fb289be6347f49592352dbae2b3ffffe', 'https://images1.vinted.net/t/02_0269f_xF6qVUTefY5Zd1PG7xaoGsGL/f800/1682260885.jpeg?s=892e4bfa0f7426c5486b1c1064364baec2872a92', 'https://images1.vinted.net/t/01_00b9e_aQuwD1edzDTcCBGmoM6u3vTe/f800/1682260885.jpeg?s=b841b96da8401add49313a5b423362f05df6c92e', 'https://images1.vinted.net/t/02_00dae_37VGDiaCQTJ9gPpMHEo2tvJg/f800/1682260885.jpeg?s=1f1bbabd9e21870da3febaae97eb022be8a24bc4', 'https://images1.vinted.net/t/01_00716_7FYRMvyH8RY1dVQbLxyy4fJY/f800/1682260885.jpeg?s=164f16e36b7dbdabdc4abfe0a4c6c3ff2b3c2f35', 'https://images1.vinted.net/t/02_00399_swjiYC5VBxp4WmTG2oHUBoPY/f800/1682260885.jpeg?s=e5167111fb289be6347f49592352dbae2b3ffffe']",https://www.vinted.fr/donna/vestiti/abbigliamento-da-esterno/giacche/giacche-a-vento/2937146674-barbour-original,BARBOUR,MARRON,"70,00 €","Barbour originale marrone davanti e dietro in buono stato, maniche con difetto nascondibile grazie a un piccolo risvolto (vedi foto). 
Imbottitura interna originale in ottimo stato. Taglia 46 unisex (veste grande )","XL / 42 / 14
SIZE INFORMATION",292,ITALIE,23/04/2023 16:41:25,5 UTILISATEURS,veste barbour
Barbour Jacket - Mid season,"['https://images1.vinted.net/t/02_00ab9_gwbM23FKvVFjgBqnFEgx2RHV/f800/1682442002.jpeg?s=b4a043a76d6a042e8393b7632d5a1f3cb9a68ce6', 'https://images1.vinted.net/t/03_01880_utkkGeocDvg5zSoeMcCCuppP/f800/1682442002.jpeg?s=e199f38c5fe983a6f6c3550c782e42d2f1177e45', 'https://images1.vinted.net/t/02_01be4_GrKJBUZXJFSF2q1zVw17xbDu/f800/1682256377.jpeg?s=c88768d59217deef09b264b588a3ab99f8ffc651', 'https://images1.vinted.net/t/01_01006_sFxTW69AAwziymXsfVWGotXc/f800/1682256377.jpeg?s=94b13134f44ba595d9cd44c47144ea8dfc51a5b1', 'https://images1.vinted.net/t/02_00ab9_gwbM23FKvVFjgBqnFEgx2RHV/f800/1682442002.jpeg?s=b4a043a76d6a042e8393b7632d5a1f3cb9a68ce6', 'https://images1.vinted.net/t/03_01880_utkkGeocDvg5zSoeMcCCuppP/f800/1682442002.jpeg?s=e199f38c5fe983a6f6c3550c782e42d2f1177e45', 'https://images1.vinted.net/t/02_01be4_GrKJBUZXJFSF2q1zVw17xbDu/f800/1682256377.jpeg?s=c88768d59217deef09b264b588a3ab99f8ffc651', 'https://images1.vinted.net/t/01_01006_sFxTW69AAwziymXsfVWGotXc/f800/1682256377.jpeg?s=94b13134f44ba595d9cd44c47144ea8dfc51a5b1']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-matelassees/2936618011-barbour-jacket-mid-season,BARBOUR,"MARRON, GRIS","35,00 €","Model: LIDDESDALE SPORT
Size: L
Shoulder to Shoulder: 45cm
Armpit to armpit: 58cm
Color: Brown-Grey","L
SIZE INFORMATION",77,"PARIS, FRANCE",23/04/2023 15:26:17,1 UTILISATEUR,veste barbour
Veste légère,"['https://images1.vinted.net/t/03_01f6a_3PoSFSTfCGyyRKadPeJxTcEt/f800/1671800830.jpeg?s=2aaff68a84b9366cc27e47d68623284ea0a7fd01', 'https://images1.vinted.net/t/02_01748_KoCtMfQJw3kCERHHDiWf9QX1/f800/1671800830.jpeg?s=d9bb5f74a935e3e8a3b25adceebd2d7680d3b88f', 'https://images1.vinted.net/t/03_00827_xvqJ9kG8vZazeN28MwSrhzxk/f800/1671800830.jpeg?s=55bd51d5e934ea0189bf0162b54b1880ccb6a51a', 'https://images1.vinted.net/t/03_02484_XesSR6CtBQebcHFrav5wm6dC/f800/1671800830.jpeg?s=bce4b198710d5b1dc931b1a0033ee114e8e8ffe8', 'https://images1.vinted.net/t/03_01756_t8HfDqaJq7kAh54BuAihMjHr/f800/1671800830.jpeg?s=f1c000f2dd7c5e64c771765712f3092e531f669e', 'https://images1.vinted.net/t/03_01f6a_3PoSFSTfCGyyRKadPeJxTcEt/f800/1671800830.jpeg?s=2aaff68a84b9366cc27e47d68623284ea0a7fd01', 'https://images1.vinted.net/t/02_01748_KoCtMfQJw3kCERHHDiWf9QX1/f800/1671800830.jpeg?s=d9bb5f74a935e3e8a3b25adceebd2d7680d3b88f', 'https://images1.vinted.net/t/03_00827_xvqJ9kG8vZazeN28MwSrhzxk/f800/1671800830.jpeg?s=55bd51d5e934ea0189bf0162b54b1880ccb6a51a', 'https://images1.vinted.net/t/03_02484_XesSR6CtBQebcHFrav5wm6dC/f800/1671800830.jpeg?s=bce4b198710d5b1dc931b1a0033ee114e8e8ffe8', 'https://images1.vinted.net/t/03_01756_t8HfDqaJq7kAh54BuAihMjHr/f800/1671800830.jpeg?s=f1c000f2dd7c5e64c771765712f3092e531f669e']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-matelassees-2596/2530681629-veste-legere,INCONNU,MARRON,"12,00 €","Veste légère inspiration barbour
En bon état / propre 
Le liseret noir est un peu fatigué","M / 38 / 10
SIZE INFORMATION",131,"LYON, FRANCE",23/12/2022 14:07:10,7 UTILISATEURS,veste barbour
Manteau Barbour bleu marine homme,"['https://images1.vinted.net/t/01_007a5_qRiakDyu5RoRsjguu8AZSsbm/f800/1682437485.jpeg?s=8dd8537b9465532dfcc28b2c5967642640dd99ef', 'https://images1.vinted.net/t/02_00904_eXXgJKdLKdSDLgxevhNp7UWt/f800/1682437485.jpeg?s=36609daf98bc79cd065953b77042e53ad3afc1d1', 'https://images1.vinted.net/t/01_001b5_Ec98nqLFUWG6nQTMiNcAVMjm/f800/1682437485.jpeg?s=d380ae2caaa8ed57c7042e59e391698c03e3e58a', 'https://images1.vinted.net/t/02_00347_RURWLxxegKiheNiVSMZ9ufbS/f800/1682437485.jpeg?s=0cb6436c7cf35e7ee614074f441a414443f1894d', 'https://images1.vinted.net/t/01_007a5_qRiakDyu5RoRsjguu8AZSsbm/f800/1682437485.jpeg?s=8dd8537b9465532dfcc28b2c5967642640dd99ef', 'https://images1.vinted.net/t/02_00904_eXXgJKdLKdSDLgxevhNp7UWt/f800/1682437485.jpeg?s=36609daf98bc79cd065953b77042e53ad3afc1d1', 'https://images1.vinted.net/t/01_001b5_Ec98nqLFUWG6nQTMiNcAVMjm/f800/1682437485.jpeg?s=d380ae2caaa8ed57c7042e59e391698c03e3e58a', 'https://images1.vinted.net/t/02_00347_RURWLxxegKiheNiVSMZ9ufbS/f800/1682437485.jpeg?s=0cb6436c7cf35e7ee614074f441a414443f1894d']",https://www.vinted.fr/men/clothes/coats-and-jackets/raincoats/2945812022-manteau-barbour-bleu-marine-homme,BARBOUR,"BLEU, MARINE","100,00 €","Porté très peu, taille S, Acheté à 250€","S
SIZE INFORMATION",71,"BORDEAUX, FRANCE",25/04/2023 17:44:45,AUCUN MEMBRE INTERESSE,veste barbour
